"current_path","classification","original_path","destination_applied","in_repo_now","active_consumer","referenced_by","requires_local_data","manuscript_relevant","safe_to_move","notes"
"Analysis/12_sleep_like_quiescence_metrics.R","production","Analysis/12_sleep_like_quiescence_metrics.R","KEEP (not moved)",TRUE,"Analysis/run_all_analysis.R stage ""12"", unconditional","Analysis/run_all_analysis.R; Analysis/README_pipeline.md; Analysis/14_systems_neuroscience_summary_dashboard.R; Analysis/16_manuscript_behavior_report.R; README.md; Testing/audit_first_night_domain_scores_v2.R; Testing/audit_phase_bug_impact.R; Testing/test_phase_classification.R; docs/analysis_strategy_for_manuscript.md; manuscript/BehavioralDynamics_schema/R/01_verify_rest_domain_collapse.R; manuscript/BehavioralDynamics_schema/R/20_supplementary_provenance_schema.R; manuscript/BehavioralDynamics_schema/R/21_supp_warnings.R; manuscript/BehavioralDynamics_schema/README.md","yes","yes","yes_with_reference_updates","Inactivity-bout / sleep-like quiescence summaries. Reads the S: RFID root (line 34). The manuscript schema's rest-domain-collapse verification (manuscript/BehavioralDynamics_schema/R/01_verify_rest_domain_collapse.R) is written specifically against this stage's definitions, so its semantics are directly manuscript-load-bearing."
"Analysis/13_ethological_phase_organization.R","production","Analysis/13_ethological_phase_organization.R","KEEP (not moved)",TRUE,"Analysis/run_all_analysis.R stage ""13"", unconditional","Analysis/run_all_analysis.R; Analysis/README_pipeline.md; Analysis/14_systems_neuroscience_summary_dashboard.R; Analysis/16_manuscript_behavior_report.R; README.md; Testing/test_phase_classification.R; docs/analysis_strategy_for_manuscript.md; manuscript/BehavioralDynamics_schema/R/21_supp_warnings.R; manuscript/BehavioralDynamics_schema/README.md","yes","yes","yes_with_reference_updates","Phase contrast, timing, fragmentation and recovery features. Reads the S: RFID root (line 36). Shares the phase-classification contract with Stages 11 and 12 (Testing/test_phase_classification.R covers all three)."
"Analysis/14_systems_neuroscience_summary_dashboard.R","production","Analysis/14_systems_neuroscience_summary_dashboard.R","KEEP (not moved)",TRUE,"Analysis/run_all_analysis.R stage ""14"", unconditional","Analysis/run_all_analysis.R; Analysis/README_pipeline.md; Analysis/16_manuscript_behavior_report.R; Analysis/_supporting/13_nonlinear_systems_dynamics.R; Functions/first_night_domain_driver.R; README.md; Testing/audit_first_night_candidate_set_scores.R; Testing/audit_first_night_domain_scores.R; Testing/audit_first_night_domain_scores_v2.R; Testing/audit_hmm_state_architecture_components.R; Testing/audit_stage09_stale_artifacts.R; Testing/test_hmm_stage14_contract.R; Testing/test_stage14_upstream_registry.R; docs/analysis_strategy_for_manuscript.md; manuscript/BehavioralDynamics_schema/R/20_supplementary_provenance_schema.R; manuscript/BehavioralDynamics_schema/R/30_write_number_manifest.R; manuscript/BehavioralDynamics_schema/data/figure_number_manifest.csv","yes","yes","yes_with_reference_updates","By far the largest file in the repo (364 KB). Integrated systems dashboard consuming Stages 01 and 04-13 plus optional proteomics. Reads the S: RFID root (line 73) and the endpoint workbook S:/.../SIS_Analysis/E9_Behavior_Data.xlsx (line 119). Its Stage 04 / Stage 09 imports MUST go through resolve_stage04_temporal_instability_artifact() / resolve_stage09_early_prediction_artifact() in _pipeline_setup.R so the audit can never disagree with what was loaded (Testing/test_stage14_upstream_registry.R enforces this). Fig_sis_active_inactive_domain_heatmap and the HMM-resolution sensitivity output are cited in manuscript/BehavioralDynamics_schema/data/figure_number_manifest.csv."
"Analysis/15_behavior_proteomics_integration.R","production","Analysis/15_behavior_proteomics_integration.R","KEEP (not moved)",TRUE,"Analysis/run_all_analysis.R stage ""15"", GATED behind RUN_BEHAVIOR_PROTEOMICS = getOption(""mmm.run_behavior_proteomics"", FALSE) - default OFF, so it does NOT run unless explicitly enabled","Analysis/run_all_analysis.R; Analysis/README_pipeline.md; Analysis/14_systems_neuroscience_summary_dashboard.R; Analysis/16_manuscript_behavior_report.R; README.md; Testing/audit_stage09_stale_artifacts.R; docs/analysis_strategy_for_manuscript.md","yes","indirect","yes_with_reference_updates","The only stage in the runner that is OFF by default. Reads the S: RFID root (line 30), S:/.../RFID/analysis_ready/proteomics (line 65) and .../analysis_ready/06_behavioral_dynamics (line 67); also depends on the separate proteomics working root (S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics), so it has the widest external-data footprint of any stage. README_pipeline.md: behavior-proteomics outputs remain exploratory and are not promoted to the primary manuscript registry."
"Analysis/16_manuscript_behavior_report.R","production","Analysis/16_manuscript_behavior_report.R","KEEP (not moved)",TRUE,"NOT in run_all_analysis.R. Run manually as a separate assembly step: source(""Analysis/16_manuscript_behavior_report.R"") after canonical Stage 09 and selected Stage 03 outputs exist (documented in Analysis/README_pipeline.md and README.md)","Analysis/README_pipeline.md; Functions/identity_correction_comparison_helpers.R; Testing/audit_stage09_stale_artifacts.R; Testing/compare_identity_correction_before_after.R; Testing/test_output_path_length.R; docs/analysis_strategy_for_manuscript.md","yes","yes","yes_with_reference_updates","Functionally the manuscript_builder / export-only assembly layer, but classified production here because it is an active numbered pipeline stage and destination is KEEP. It fits no models and recalculates no statistics: it reads existing canonical Stage 09, Stage 03 and Stage 00 QC tables and writes the manuscript package to analysis_ready/manuscript/behavior/ (entry point Behavioral_Source_Data.xlsx plus primary/supplementary results, animal-level and held-out prediction source data, movement-phase source data, provenance, validation, SHA-256 manifest). It carries an internal pipeline registry that names Analysis/19_spatial_occupancy_maps.R at line 1829 as stage ""19"", ""secondary/spatial"", ""legacy_pending_migration"", with the explicit annotation ""Position-level source and separate legacy publication paths; not included in Stage 16."" Reads the S: RFID root at line 31."
"Analysis/19_spatial_occupancy_maps.R","production","Analysis/19_spatial_occupancy_maps.R","KEEP (not moved)",TRUE,"No runner. Standalone manual execution only - it is absent from run_all_analysis.R's tribble AND from the README_pipeline.md run-order table. Its only automated consumers are Testing/test_stage19_group_sex_labels.R, Testing/test_stage19_identity_and_stage06_schema.R and Testing/test_downstream_boundary_and_gap_contract.R, which read/parse it rather than execute the analysis","Analysis/16_manuscript_behavior_report.R (line 1829 registry entry); Testing/test_downstream_boundary_and_gap_contract.R; Testing/test_stage19_group_sex_labels.R; Testing/test_stage19_identity_and_stage06_schema.R","yes","indirect","yes_with_reference_updates","The one active stage that does NOT use _pipeline_setup.R. It resolves the repo with the absolute-fallback pattern at line 39: .mmm_repo <- Sys.getenv(""MMM_REPO_DIR"", unset = ""C:/Users/topohl/Documents/GitHub/MMMSociability""), then sources Functions/animalpos_preprocessing_helpers.R and Functions/behavioral_dynamics_helpers.R from there - absolute, therefore depth-independent and safe to move. Builds reader-occupancy maps from the PRIOR position-level dataset rather than all_behavior_metrics.csv (line 62 RAW_POSITION_DIR = S:/.../RFID/MMMSociability/preprocessed_data - data-path ""MMMSociability"", do not rename), plus sus_animals.csv / con_animals.csv (lines 64-65). Actively maintained (three recent commits: 4df98b6, c16817e, 15bcb67) and identity-corrected to the same canonical_animal_id contract as Stages 01/03/09, but Stage 16 explicitly excludes it from the manuscript package and no manuscript/ file references spatial occupancy. Three Testing scripts hard-code the literal string ""Analysis/19_spatial_occupancy_maps.R"" in readLines()/load_defs() calls, so any move requires updating those."
"Analysis/README_pipeline.md","production","Analysis/README_pipeline.md","KEEP (not moved)",TRUE,"Documentation only; it is the canonical run-order and stage-contract doc pointed to by README.md line 77 and line 340","README.md; docs/analysis_strategy_for_manuscript.md","no","yes","no","Documents stages 00-16 in a run-order table, the primary-vs-secondary framing, the Stage 08 HMM / Stage 14 state-architecture contract, the canonical analysis_ready/pipeline/<stage>/ output layout, the options() block for run_all_analysis.R, and an old-to-new filename map that also records the six _archive/ moves. Doc gap worth noting (documentation only, no scientific impact): the run-order table stops at Stage 16 and never mentions 19_spatial_occupancy_maps.R. Keep in place: README.md and docs/analysis_strategy_for_manuscript.md reference the literal path Analysis/README_pipeline.md."
"Analysis/run_all_analysis.R","production","Analysis/run_all_analysis.R","KEEP (not moved)",TRUE,"Human entry point; documented in README.md (lines 87, 226, 245, 258) and Analysis/README_pipeline.md ""Running Everything""","Analysis/README_pipeline.md; Analysis/_archive/README_archive.md; README.md; docs/analysis_strategy_for_manuscript.md","yes","yes","no","STAGE LIST VERBATIM from the tibble::tribble(~script, ~stage, ~optional_flag, ~role) pipeline, in execution order: ""00_qc_tracking_integrity.R"" (00, no flag), ""01_build_multiscale_behavior_metrics.R"" (01, no flag), ""02_build_dyadic_rfid_contacts.R"" (02, no flag), ""03_primary_raw_movement_phase_stats.R"" (03, no flag), ""04_temporal_instability.R"" (04, no flag), ""05_behavioral_state_space.R"" (05, no flag), ""06_dynamic_social_networks.R"" (06, no flag), ""07_gamm_trajectory_features.R"" (07, no flag), ""08_hmm_behavioral_states_optional.R"" (08, flag ""RUN_OPTIONAL_HMM""), ""09_early_prediction_model_ladder.R"" (09, no flag), ""10_systems_feature_prediction_ladder.R"" (10, flag ""RUN_SYSTEMS_EXTENSION""), ""11_behavioral_adaptation_kinetics.R"" (11, no flag), ""12_sleep_like_quiescence_metrics.R"" (12, no flag), ""13_ethological_phase_organization.R"" (13, no flag), ""14_systems_neuroscience_summary_dashboard.R"" (14, no flag), ""15_behavior_proteomics_integration.R"" (15, flag ""RUN_BEHAVIOR_PROTEOMICS""). ANSWERS: Stage 16 is NOT in the runner (assembled separately via source(""Analysis/16_manuscript_behavior_report.R"")). Stage 19 is NOT in the runner and is not in the README_pipeline.md run-order table either. Stage 15 IS in the runner but is gated and OFF by default. Gated stages and exact option names: 08 -> RUN_OPTIONAL_HMM <- isTRUE(getOption(""mmm.run_optional_hmm"", TRUE)); 10 -> RUN_SYSTEMS_EXTENSION <- isTRUE(getOption(""mmm.run_systems_extension"", TRUE)); 15 -> RUN_BEHAVIOR_PROTEOMICS <- isTRUE(getOption(""mmm.run_behavior_proteomics"", FALSE)). A fourth non-stage option controls error handling: CONTINUE_ON_ERROR <- isTRUE(getOption(""mmm.continue_on_error"", FALSE)). Runner does setwd(MMM_REPO_ROOT) with on.exit restore and sources each stage into new.env(parent = .GlobalEnv). Mechanically it resolves analysis_dir from sys.frame(1)$ofile with a getwd()/""Analysis"" fallback, so moving it out of Analysis/ would still work when sourced from the repo root but would silently depend on CWD; keep it in Analysis/ because README.md and README_pipeline.md hard-code ""Analysis/run_all_analysis.R""."
"Analysis/run_cookiehab_preprocessing_and_metrics.R","preprocessing_active","Analysis/run_cookiehab_preprocessing_and_metrics.R","KEEP (not moved)",TRUE,"None - no file in the repo references it. Human-invoked entry point for the separate cookie-habituation dataset","none","yes","no","yes","Lightweight auxiliary runner for a DIFFERENT dataset (dataset_id = ""cookiehab""). It sets the mmm.dataset_id / mmm.preprocessed_dir / mmm.cookiehab_preprocessed_dir / mmm.derived_metrics_dir / mmm.dyadic_contacts_dir options to the S:/.../RFID/cookiehab/... tree (lines 18-21), then sources Formatting/01_preprocess_cookiehab_animalpos.R followed by Analysis/01_build_multiscale_behavior_metrics.R and Analysis/02_build_dyadic_rfid_contacts.R. It is the live consumer of the cookiehab branches inside Stages 01 and 02, so those branches are not dead code. Zero inbound references and no mention in README.md, Analysis/README_pipeline.md or docs/analysis_strategy_for_manuscript.md - the only Analysis/ file that is entirely undocumented. Uses the same sys.frame/getwd()-fallback analysis_dir resolution as run_all_analysis.R, so it is technically movable; keeping it beside run_all_analysis.R is the low-risk choice, but if a runners/ subfolder is created it is the safest candidate to move since nothing points at it."
"docs/analysis_strategy_for_manuscript.md","manuscript_builder","docs/analysis_strategy_for_manuscript.md","KEEP (not moved)",TRUE,"Documentation; not executed. It is the normative manuscript-language contract the analysis is written against.","README.md:68 (repo structure listing 'docs/  # Manuscript/analysis strategy notes'); manuscript/BehavioralDynamics_schema/README.md:81; manuscript/BehavioralDynamics_schema/R/20_supplementary_provenance_schema.R:168","no","yes","no","604 lines. The only file in docs/. Defines the central biological hypothesis, primary-vs-secondary analysis split, and the forbidden/preferred language lists. Two places cite it BY PATH AND LINE NUMBER (docs/analysis_strategy_for_manuscript.md:215-238, the phase-organization section that forbids 'circadian disruption' / 'sleep disruption' - I confirmed that line range does contain exactly that section). Both citations are baked into text: one is a literal string drawn into the rendered supplementary figure, so a path change would invalidate a published figure caption. Treat as pinned - do not move or renumber."
"Formatting/_archive/E9_SIS_AnimalPos-preprocessing.R","legacy","Formatting/E9_SIS_AnimalPos-preprocessing.R","Formatting/_archive/E9_SIS_AnimalPos-preprocessing.R",TRUE,"none","Formatting/00a_raw_tracking_qc_rfid_loss.R:7,30,69 (workflow comments only); Analysis/_archive/legacy_deprecated/E9_SIS_AnimalPos-analyzing.R:21 (comment naming the parallel sibling)","yes","no","yes","Historical serial predecessor of E9_SIS_AnimalPos-preprocessing_parallell.r. Last touched 2025-04-11 and only by a rename commit; superseded in substance by the 2026-08-27 synthetic-row refactor. Already broken as written: line 22 does source('C:/Users/topohl/Documents/GitHub/MMMSociability/E9_SIS_AnimalPos-functions.R') - a REPO-ROOT path, but the file lives at Functions/E9_SIS_AnimalPos-functions.R, so this script cannot run today. It also hardcodes setwd('S:/.../RFID/MMMSociability') at line 20 and calls the retired preprocess_file() path that inserted synthetic boundary rows - i.e. running it would REGRESS the dataset to the pre-refactor state with 80,190 fabricated rows. Archive it; that also removes a live footgun. Note the two MMMSociability occurrences here (line 20 = local DATA path, line 22 = local clone path) must NOT be renamed."
